roleplay_id,dataset,title,message,Contextual Alignment,Character Consistency,Descriptive Depth,Role-Specific Knowledge,Engagement and Collaboration,Creativity and Emotional Nuance
1056160,roleplay-by-post,IC - Uncharted Worlds: The Beating of a Thousand Wings,"[{'content': ' \n \n pstjmack said: \n \n \n \n\t\t\t""On it, boss."" Callister finishes cleaning up, hurries back to his own station, straps in, reassured by the familiar interfaces, and launches a couple of probes - one for a close active sweep of the debris, the other to get clear of interference from the debris field and the  Beowulf , and to build up a longer-distance passive mapping picture of the system. \n \n \n\n\n.OOC2 {\n        border: 1px solid #417394;\n        color:#000000;\n        border-radius:6px;\n        background-color: #d3e3ff;\n        padding:8px;\n}\n\n\n\n \n \n OOC:  That\'s 1 Data Point for this system, as well as significant info - want me to make any of it up,  \n \n   Timon \n , or will you provide? \n \n \n  Click to expand...  \n \n The short range scan provides enough detail to reconstruct a scenario. The debris pattern and weird spalling in the yellow exterior paint suggests that a large explosive was placed inside  the Post Office, almost certainly by the scout-ship, which has a pattern of burns that suggest that it was very close when the explosion went off. Insanely close. Whoever blew up the Post Office probably did not survive the experience. The hulk is emitting nothing and its external sensors are burned down to nubs, so if anyone were on board they would be blind as a bat.  The far probe boosts inward at the full 6G it can sustain. Its telemetry continues to show radio silence, though conceivably a signal recently sent would take 5 hours to reach the probe and shortly afterwards Beowulf. The old light shows an inner system with unremarkable gas giants and a green, lush-looking planet. Big spikes in breathable gases. Specifically focussing on the far side of the system shows  that there is no beacon from other Post Office near the far jump zone. Either it was also destroyed or it is silent and dark.   \n\n\n.OOC2 {\n        border: 1px solid #417394;\n        color:#000000;\n        border-radius:6px;\n        background-color: #d3e3ff;\n        padding:8px;\n}\n\n\n\n  \n OOC:  yep datapoint. Ask a question if you wish.\n   \n   Spoiler:  <span onclick=""if (this.parentNode.parentNode.getElementsByTagName(\'div\')[1].getElementsByTagName(\'div\')[0].style.display != \'\') \n{  this.parentNode.parentNode.getElementsByTagName(\'div\')[1].getElementsByTagName(\'div\')[0].style.display = \'\'; \nthis.innerHTML = \' a href=\\\'#\\\' onClick=\\\'return false;\\\' Hide /a \'; } \nelse { this.parentNode.parentNode.getElementsByTagName(\'div\')[1].getElementsByTagName(\'div\')[0].style.display = \'none\'; \nthis.innerHTML = \' a href=\\\'#\\\' onClick=\\\'return false;\\\' Show /a \'; }"">  Show \n  \n \t\nUnderstanding \n   \n   ', 'role': 'user'}
 {'content': ' Abigail, cockpit   \n \n brahnamin said: \n \n \n \n\t\t\tLev takes everything in, the images on his terminal, the voices over the comm, then toggles open a channel to the bridge. ""Where do you need me, captain?""\n\t\t \n  Click to expand...  \n \n ""Private channel to Lev,"" she says. ""Lev, see anyone was injured by those high-G maneuvers. Not everyone on board seems willing to use the public comms so you might need to go door-to door.""', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
4853157,giantplayground,Godhood 2 IC; Fear Me Mortal!,"[{'content': ' Nocturne   With his brothers in the infinitely glorious city of Necropolis, Nocturne notices a flickering movement in the shadow of a narrow alcove. Not much, perhaps an imperceptible friction of ghostly movement. As if darkness were rubbing against shadow. It sent a ripple down Nocturne\'s spine, and he knew it was good.  ""Did you see that?""he asks rhetorically, dropping his cigarette onto the ground and grinding it in with the heel of his boot. By the time he had taken two steps towards the alcove, he was lighting another long cigarette in his mouth.  He saw the movement in the shadows more clearly as he approached. It was an uneasy rustling. Something like the grotesque motion of maggots crawling over each other, or perhaps like the sweaty filth of an orgy made blind by wine. Their rustling was accompanied by the song of the night, a sound not unlike the chirping of crickets or the squeal of distant bats.  ""I shall call them Shadow People,"" Nocturne mused to himself, smiling a wide, toothy grin. ""And they shall forever inhabit the In-Between.""   \n1 Act     Spoiler   \n  Hide  \n \n Create the ""Shadow People"" a race of demon creatures that inhabit the ""in-between"", which is the space Nocturne imagines between darkness and shadow. Almost invisible to mortals, they resemble hunched over humans, perhaps of child-size, with small horns and long, thin fingers. They walk on two legs, but use their arms while running. They are almost completely black, although careful observation indicates that their skin swirls with many different colors. \n \nThey are not incorporeal, though they are not precisely solid. If you were to squeeze an arm, you would find your fingers slipping through their ice-cold flesh with only some resistance, and squeezing off a limb is entirely possible for a human being of average strength. \n \nIt is not known if the creatures are intelligent or merely act as a pack. Dwelling usually in dark, forgotten places of the world, their very existence is unconfirmed by mortal races, who maintain rumors that not only do the shadow people exist, but they inhabit cities, living a parasitic existence with the mortals there, always lurking on the periphery of vision. \n \n ', 'role': 'user'}
 {'content': "" Asupachiel   Necropolis    Nocturne, you misunderstand. I'm talking about what we do in preparation for the inevitable battle, not after it. We are already in anarchy, if a momentarily peaceful one.  \nTleltamyx, are you alright? You haven't spoken. We respect your opinion too, you know. "", 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
6374069,giantplayground,Forge of Monsters: Test 3,"[{'content': 'The chatterling will charge Jade Tooth, ending its move in B4. Attack: (1d20+7)[ 10 ]  Damage: (1d4+1)[ 4 ] ', 'role': 'user'}
 {'content': 'Casually sidestepping the attack, Jade Tooth brought his blade down into the back of the creature, reseting his stance as he did so.     Spoiler: OOC   \n  Hide  \n \n Attack: (d20+3)[ 19 ]  \nThreat: (d20+3)[ 7 ]  \n \nDamage: (2d4+3)[ 7 ]  \nCrit Bonus: (2d4+3)[ 10 ]  \n ', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
184051,roleplay-by-post,[Angel IC] Spaghetti&Stakes,"[{'content': 'One of the monks opened the heavy front doors so that Elwood, Sam and Jerusalem could enter. ""The Father Abbot and his guest are waiting for you in his office. Please, this way.""  He led through hallways familiar to Elwood and Jerusalem, to the door of the Father Abbot\'s office.  Within the office the Father Abbot sat behind his desk, Judge Bryla sat in a chair in front of the desk.  ""...secular law has its value as well."" Dominic was saying as the door opened.', 'role': 'user'}
 {'content': ' Re: [Angel IC] Spaghetti Stakes -  Jerusalem    \n \n\n\t\t\t\n\t\t\t\tShawn_Hagen said:\n\t\t\t\n\t\t \n \n \n\t\t\tOne of the monks opened the heavy front doors so that Elwood, Sam and Jerusalem could enter. ""The Father Abbot and his guest are waiting for you in his office. Please, this way."" \n \nHe led through hallways familiar to Elwood and Jerusalem, to the door of the Father Abbot\'s office. \n \nWithin the office the Father Abbot sat behind his desk, Judge Bryla sat in a chair in front of the desk. \n \n""...secular law has its value as well."" Dominic was saying as the door opened.\n\t\t \n  Click to expand...  \n \n  ""But Ah assume that the Good Lord will want a word with a fellah that uses hellspawn to carry out some perverted form of justice...?""', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
2748602,roleplayerguild,[Skybreaker] Déchu Etoile [Marshal],"[{'content': 'Harp nodded with a little bit of urgency. The sidewalk had many cracks in it, and there were many shops around them. However, the angel couldn\'t spot anyone that saw them fall... er... ump off the building. He was a little bit dizzy from the fall, but loved the buzz it gave him. He frowned at the red mark on Bel\'s face, reaching out to run the smooth of his hand alongside it. It was very warm. His smile cracked. ""\'I\'m sorry..."" He mumbled, sheepishly.  At Bel\'s question, he sighed. He stood up, and grasped Bel\'s hand in his own, helping him up. ""My mission...?"" He asked coyly, but soon pursed his lips together. It wouldn\'t be right to make Bel wait for much longer. He observed the shops around. There was a cafe, a toy store with adorable little cotton animals sewn together overseas, a book store with countless pieces of paper, and so many more. The smell of tobacco smoke, gasoline, and hot dogs polluted the air and for the first time, Harp realized they were in a huge city. As a few seagulls flew overhead, he realized they must be near the ocean. It was windy, and the winds whistled through the buildings. There were skyscrapers further away, but they weren\'t walking distance.  He sighed. ""My mission was to show you light."" He admitted, not thinking thaat Bel would know what it meant. And it was better that way, he believed.', 'role': 'user'}
 {'content': 'Bel offers a faint smile as Harp rubs his cheek. Though already any scrape that might have been there was healed, the notion was rather sweet he supposed. It was a faint reminder that his human skin was much more delicate than what was underneath, and that was alright. He didn\'t have to be all dangerous and black-skinned 100% of the time, he didn\'t need to be on guard all the time, either. But being so close to Harp at the moment was seriously messing with his natural warning system... which was already foggy because of the cupid\'s arrow.  Bel, in all honesty, did not know a great deal about cupids. He knew basic stuff, things he had heard. They were beings of love, attraction, and affection. Annnnd that was about all he knew. Well, that, and they had arrows. Of course he knew about that bit, he had been pricked with one of them. Mostly it was just inconvenience, a delay for more sweet precarious time.... At least on Harp\'s end. Though, while the demon still dwelled on it... it really didn\'t -feel- like that big of a deal. And that was troublesome. It should have been a huge deal that this angel had him under his magic... but on some level, be it because of the magic or not, Bel found himself to trust Harp. To some extent anyway, otherwise he would not have gotten so angry like that when the other angel blinded the cupid. But that all could just be effects from the damned arrow...  A low groan escapes Bel as he grips onto Harp\'s hand, frowning a bit. ""The light?"" He snorts softly, his nose wrinkling a bit as he catches an overly strong whiff of salty air through the usually thick aroma this city held. ""I guess that is good enough answer for now. But my I ask you one more thing?"" He mutters out, narrowing his bright green-eyed gaze towards the angel.', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
3660704,roleplayerguild,Scattered Shades: Arcadia Chronicles,"[{'content': '    Lila Vyner [+]        - - - - (Personal Details)   First Name:  Lila   Last Name:  Vyner   Age:  24   Sex:  female   Home Nation:  Saiga   Appearance:  While fairly tall 5\'8"" and weighing at a 135lbs, Lila is far from intimidating as far as natural looks go. She has blond hair, typically tied up by a red ribbon with dark blue eyes with dark colored skin from days spent working outdoors in the sun. She has a slim, though not unhealthy build with some fairly obvious muscles - she likes to take care of her body as best as she can. A few scars run across her back, as well as her leg and abdomen. Results from a few ill-run ins with things out in No-Man\'s land.  Typically, she wears thick leather clothes, and keeps a mask drawn up over half her face to protect both her identity and face while working. At her sides, typically rest two self made pistols, and on her belt, ammo. On her back, a modified rifle designed to take out targets at long distances.   Personality:  Lila? Living mostly by herself as made her rough, somewhat on the gruff side and definitely not well mannered. While not intentionally rude or antagonistic, she has almost no filter for what she says and can irk more than quite a few people. She doesn\'t particularly care, though. If someone gets their panties in a knot over something someone said, they might as well just go get shot. Rather cynical as well, she mostly tends to not work with others unless she\'s forced, preferring to remain mostly independent.  That said, she isn\'t particularly unfriendly either. She just prefers being by herself unless she has reason to. The only thing one should watch out for, is getting on her bad side. Once she\'s set her sights on something - barring death, nothing will stop her from trying to get it. Thankfully, there\'s not much she wants in life so this shouldn\'t be much of an issue.   History:  Many would be surprised that if they traced back Lila\'s origins, it\'d be all the way to Saiga. The small, peaceful nation of monks and philosophers who generally don\'t particularly engage in warfare. Indeed, she was born and raised there for most of the first Seventeen years of her life until she got fed up with the life and left. She had a loving mother and father, as well as a fairly funny old man for a teacher. She had it good, really. But she had always had a bit of a chip on her shoulder and a rebellious streak. Always getting into some small bit of mischief, liked going out of the city and exploring the wilds, much to her parents dismay.  While she didn\'t have any issue with the monks, their teachings, or their way of life - she was utterly bored being kept there all day and told to study. She could already manifest Ki from quite a young age, but quiet meditation and contemplation was not the way to go about making yourself better with it. Only practical applications of things, ever made one better at something. That was her philosophy and what she\'s always believed.  One day, when she was about seventeen years old, she had finally got fed up with the quiet life - and left. She learned real quick, that No-man Land wasn\'t as forgiving and fun to \'explore\' as she thought they were. In her first week, all of her supplies she had taken with her, had been either stolen or she had to drop to save her own skin from wild animals and other dangers. She was able to live long enough to make it to Arcadia, and despite the danger No Mans land presented, she couldn\'t help but to be drawn back to it after a while of resting up. This time though, she\'d be more prepared.  Pistols that she\'d eventually modify, as well as a rifle. Since then, she\'s just been exploring and living off of No-Man\'s land as best she can, making only occasional stops in any of the cities. Sometimes, only a few times a year. Also may or may not have occasionally stolen from people to help with that. Especially the CMAS or any other big organizations that ever wander into No-Man\'s land for whatever reason.   Occupation:  Diver, outlaw, and self proclaimed explorer.   - - - - (Power Matrix)   Primary Focus:  Ki  Magical Capabilities:    -While most who focus on KI go for raw strength, Lila has decided to go for a more...subtle approach. Increased Speed, Agility, Reflexes, Sight, and Hearing are her main usage of it. She\'s not going to be doing any instant transmission stuff, but she\'s an acrobat and one might find her doing ninja flips to avoid bullets and blows whilst simultaneously unleashing a few precise shots of her own.  -Fairly durable, and can take a few hits though she\'s not going to be dishing out any strong blows.  -Aside from her training with Ki, she has taken up some small form of Arcane training from a brief stint in Arcadia, specifically of the element of Electricity to use in tandem with her guns. Her Arcane Network isn\'t all that powerful and she can\'t use it that well, but she can use it enough to charge the guns to fire them. However, it tends to be a bit draining and can be used only a few times before she\'s exhausted.  -Can manifest it without the guns, but it doesn\'t have much range and it\'s not typically lethal. Used mostly to temporarily stun enemies so she can finish them off if they get to close or otherwise unable to use her guns. It can be quite devastating with a combination of martial arts if she has to use them.    Body Modifications:  None  Weapons and Equipment:  -Modified pistols, designed to both function like a regular fire arm, as well as a rail gun when supplied with electricity. Made them herself.  -Rifle, for taking out targets at long distances.  -Several different types of ammo. Explosive rounds (Basically a volatile piece of A/B. Trying to railgun these results in bad times usually), Armor Piercing rounds, and of course regular ammo.   Specialties:  -Basic knowledge of martial arts, though typically reserved for situations she doesn\'t have her guns. -Fairly good head on her shoulders, though isn\'t some big inventor. She\'s just learned to make do with what she\'s had, and has learned to jury-rig or modify existing pieces of technology well enough. -Knows how to survive for extended periods out in No-Mans land. -Not really helpful, but she doesn\'t do so well in large crowds or small spaces.   ', 'role': 'user'}
 {'content': ' Welp, I suddenly feel the ""urge"" to create my own nation, so I will have to postpone that CS I had been working on, sorry you guys, I know you were all looking very much forward to it - but do not fear brave citizens of Thorisa, for this is not the last you\'ve seen of me!   I have no idea why I wrote that...   Anyway, what I meant to say was that I\'m still working on my CS, so don\'t wait up for me tonight.  ', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
4253032,giantplayground,"[4E] Grandpre Academy - Group 2, part 2 (IC)","[{'content': '  ""I can check the shops \'round town, but I dun know...""  she pauses, mulling over what scrolls and books she found in her earlier search for rituals around town.     Spoiler   \n  Hide  \n \n I went shopping earlier today, so hopefully should remember if I saw any of this ritual. Can I buy a scroll of Linked Portal in this town? If so if you could quote the price that would help streamline our convo. \n ', 'role': 'user'}
 {'content': '  ""Well, sounds like ingot myself a lil\' mission then. I\'ll go check the priest of Erathis out... I know \'e is the strongest priest in town -- good guy. I\'ll rendezvous back with you all in a bit, at the docks.""  Unless she is stopped, Monique goes to visit the temple of Erathis.  *****  When she finds the priest in question.    ""Afternoon, sir. I\'m on a mission fer the townsfolk and was wondering of you could \'elp us out a bit. See, there\'s a Teleportation Vircle in these Green Woods \'round here that the gobbos are usin to bring in reinforcements. We\'re lookin to disrupt that portal -- any ideas how?""  ', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
3343630,roleplayerguild,Akame ga Kill! - An Alternate History (Lasrever & Otaku95),"[{'content': '     Rex      Rex couldn\'t believe what was written in the diary. ""Sh-Sh-She did all of this!?"" he whispered breathlessly. ""These poor people..."" The young man fell to his knees, the book dropping from his hands. His hands couldn\'t stop shaking. ""They were people like me, like Skye and Tatsumi.""  The purple-haired woman knelt down beside Rex. ""They never viewed you as people,"" she said. ""Many people in power are like this here in the Imperial Capital. We came here to  take care of people like this.""     Akame     ""Even though you\'re not a target,"" the young woman said, ""if you insist on getting in our way, then I\'ll have to kill you as well."" She charged, going in for a swift stab to the chest. But it didn\'t feel right, and she backed off. Her sword didn\'t bite flesh. ', 'role': 'user'}
 {'content': '   Skye    Whoa. Whatever was in the book sure had gotten to Rex. Seemed like there might be a pretty good reason for the whole chop-chop thing. Skye glanced at the book, but didn\'t bother picking it up.  ""So, what is it? Murderers? Kidnappers? Nah, not enough.""  she mulled it over for a second.  ""Oh. Torture, right? Call it all three.""  she looked over at Glasses Girl. Apparently she was the good guy.   Still, where was the other parent? There were two of them after all. She looked around the room, her eyes resting on a man who was cowering in the corner. There he was.  ""So, you thought you\'d mess up my pretty little face, huh, daddy dearest?""  she smiled like a shark. The man bolted, barging past her. She stayed completely still, her smile getting wider.  To his credit, he nearly made it to the door, before one of the spears shot out of her case, going right through his leg and taking him down. She spoke again, without turning around.  ""Much as I\'d love to finish you off, it\'s not really for me. See, I never trusted you too much anyway - smug old bastard in some kinda fancy mansion, taking in strangers outta the goodness of his heart?  she laughed.  ""Gimme a break. Rex here actually seemed to trust you though, and you messed with that. Way I see it, you\'ve done worse to him. Guy deserves a shot to finish you off.""     Tatsumi     That almost killed me!  Tatsumi thought, panting from exertion. Maybe that old idol really was lucky, it had probably saved his life! It didn\'t seem like he\'d been saved for long, as the girl lunged for another attack. He saw his life flash before his eyes, as the katana sliced towards him, then...  ""Hold up. I owe this guy a favour.""  she smiled, winking at him.  ""Thought I\'d pay you back.""   That was strange. Some kind of lion woman? But her voice seemed familiar. Wait a minute! She was the reason he was in this mess!  ""You\'re the boob-lady! You took my money!""  Now that he realised, he could recognize her face. Among other things.  She smiled, putting the other girl down. Suddenly, she seemed to become more serious, walking over to the door.  ""She\'s not as innocent as you think she is, lad.""  with that, she smashed the door open, and Tastumi recoiled in horror upon seeing the figures inside.  ""What is this!? Sayo!? Ieyasu!? Why!?""  ', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
2101083,roleplayerguild,Katawa Shoujo: School for the Disabled REBOOT,"[{'content': 'Before she was even given a chance to answer, the sweetest voice Kyle ever heard rung out from the top of the stairs. Turning to face towards it Kyle was instantly awestruck. What could only be described as a divine messenger of the gods, stood an incredibly beautiful girl, long violet hair, saucer plate eyes, she was literally a living, breathing porcelain doll. Not just any kind of doll either, dolls couldn\'t talk, yet this one was and it had the voice of an angel. Kyle wasn\'t even listening to what she was saying, just the sound of the voice itself. Completely paralyzed, he emitted a sound that could only be described as a prolonged, choking groan as he stared completely dumbstruck.  Despite having curtsied and left, Kyle continued to stare at the same spot she stood in for several more seconds. Slowly it dawned on him that she had gone and he slowly lifted his hand and stared at it before running it through his hair, front to back.   ""Is today...even fucking real?""   \'... As she says, just down this hallway. If you would follow me?\' The monotonous tone of the PDA bringing Kyle back to reality, Fuyuki began walking off in the direction of the classroom.  Kyle slowly began climbing the stairs, still somewhat dumbstruck he spoke to no one in particular, ""Uh...yea...class, *ahem* we should uh...we should get going."" The morning bell rings, signalling the official start of the school year. Classes are rudimentary, following the same standard procedure as every other school in Japan, teachers teach, students learn, the occasional hand is raised for the use of a hall pass or a ""bathroom break"". There are exceptions of course, not every student has to live with just physical debilitations. As the day progresses and the sun rises higher in the sky, the bell strikes again, filling the campus with its rings, signalling that the first classes of the day are done and it is time for lunch. Eager and hungry students quickly fill the halls of Yamaku as they make their way towards the cafeteria to purchase food or to the grounds with specially prepared homemade lunches. Yamaku, as versatile as ever, not only anticipates, but also encourages its students to enjoy the quiet country side and breathe deep of its rich mountain air.', 'role': 'user'}
 {'content': 'And THAT^ TimasheTiger cut it out, you\'re killing me! No seriously! I need breath to liiiiive! *dies of laughter*   \n  TimasheTiger  said \n ""Is today even f*cking real?!"" \n  Can I just do a mini rant on why this one line, this one tiny, beautiful line? No? No rant? Fine, I\'ll just make it simple: BEST. REACTION. EVER. I WANT THIS IN A MEME! GOLDEN~!  EDIT: On another note a Goddess of Magick has appeared in the RP and IM LOVING IT~ Geez guys~ What is it? Golden Writing day or something? Here, allow me to ggeek out in the corner for a little bit and I\'ll be back to my usual', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
972589,roleplay-by-post,[IC]DCA/MM3ed - Manga Imprint - Battle on the Shoulders of Orion,"[{'content': 'Kotone wanders up, ""Yo, sorry. Was eating with Suzume. What\'s goin\' on?""', 'role': 'user'}
 {'content': '""Same question, minus the Suzume part,"" said Hotaru.', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
6138663,giantplayground,It begins...,"[{'content': 'It was the calm before the storm. Men readied their weapons at the walls. Refuges huddled closely inside the inner city ring. Then the hurricane hit.  Wave after wave of kobolds stormed the outer walls of Layford. Soldiers from the walls threw stones and arrows flew through the sky, striking down the ugly reptilian beasts.  You have been asked, along with several other more ""rugged"" individuals, to help keep the refugees safe. There are roughly three hundred families here, some of them from the farming communities outside the city. There are wounded amoung them. There are four gates leading into the outer ring, one at each directional axis.  {{Place your name at the top of every post in Bold and choose a special color for your dialog but not red. As for now, describe what you look like and what you are currently doing to help. Oh, and try to use present tense...past tense makes reading this kind of thing difficult for me at least.}}', 'role': 'user'}
 {'content': "" Periwinkle Dayspire   (( I'll use this color if that's OK. ))  A halfling just a handful of years past the start of true adulthood circulates through the refuges, using her skills to help design makeshift bandages and stop further bleeding. Her skin is very pale, her waist-length hair and eyes the same rich shade of brown. Dressed in simple robes of deep blue under leather armor, she is accompanied by her shaggy, yellow-furred riding dog. For a halfling, she is quite tall, doing her best to remain fully upright despite her heavy backpack."", 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
483708,roleplay-by-post,IC - Delta Green: Food for Thought,"[{'content': ' \n\n\n.OOC2 {\n        border: 1px solid #417394;\n        color:#000000;\n        border-radius:6px;\n        background-color: #d3e3ff;\n        padding:8px;\n}\n\n\n\n  \n OOC:   \nSorry, for the delay...managed to miss your last post. \nAnd oh boy....if I remember my mechanics right I actually made the roll. \n\t1d100:  14  [1d100=14] \n ', 'role': 'user'}
 {'content': ""You manage to fire up the laptop and access the professor's files. Anything in particular you want to look for?"", 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
5118875,giantplayground,Godsmen: Harbinger House,"[{'content': 'The Foundry. Zengral had been here before, spent time working in them. The irony of those days amused him still, for though he crafted many blades during his time on the fires, he used none. Just being there brought back memories of his first true success, a finely crafted great sword, fit for use by almost any being who might use them.  The palace, though, was new, and in so many ways, overwhelming. The variety might remind him vaguely of Limbo and it\'s inherent chaos, but this... this was so much more. So many colors, and the Githzerai used none of them. In denying themselves so much, could their path truly be pointless? Certainly, an ordered mind was needed, but there was order here as well, and if nature itself used such wild colors, why should any race do otherwise?  The scenes in the glass, on the other hand, were vaguely disturbing. Zengral had seen such places before, when traveling, but always they reminded him of home, and how different things were there. Still, that sensation lasted only a moment, for having seen such places, having stood, perhaps, in some of the places shown in the glass, he knew that being disturbed by them was foolish. ""Order in Chaos, Chaos in Order."" he muttered to himself softly.  Realizing he had stopped just outside the portal, and was in danger of being run into, he forced himself to move. ""Amazing. Such beauty."" is all he manages to get out, looking over everything once more, before shaking it all off and making his way along behind Ambar. His smile, though, is perhaps as bright as it has ever been, and his heart is light. Passing a particularly purple posie, he ponders it\'s potential. Perhaps such a shade would adorn my robes well..."" ', 'role': 'user'}
 {'content': 'Though he himself didn\'t show much appreciation of the scenery, Rhion smiles at Zengral\'s words. It\'s not a sarcastic smile, however, but a warm one.   ""Beauty is in everything, if we could but see,"" he mumbles in a low tone.', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
2472785,roleplayerguild,Moonfiend,"[{'content': "" The question has been asked, and I get the feeling everyone's envisioning a different scene, so here's a long-overdue, really crappy map!     Essentially there's a stairwell going up, and there's a separate stairwell going down, and you have to go through the cafeteria to get to the door that leads outside (where all the Grit are clamoring to get in). "", 'role': 'user'}
 {'content': "" Gahhh, I really need to post but writer's block has taken up residence in my mind again. Maybe a game of Civilization V will help... Assuming I remember to stop playing and actually post. =P "", 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
4134066,giantplayground,Keep on the Shadowfell,"[{'content': 'Zimelda listens intently to the Captain\'s plan.  "" Clever... very clever ..."" she smirks.  Zimelda cackles at Arjhan\'s joke.  Though, she found the jab at the Elf just as funny as the Goliath punchline.  "" That was quite good, Arjhan.  I enjoyed it ,"" she states in a very factual manner.  When the Captain asks about them having a witness, Zimelda thinks for a moment.  She then says:  "" There was a scholar in the tavern, by the name of Valthrun, I believe.  I spoke with him shortly, and we exchanged information on Drow, the Kobolds, and Douven.  He knows I am able to restrain myself, as he insulted me inadvertently during our conversation, and I did not act upon it.  I believe he can vouch for me .""', 'role': 'user'}
 {'content': 'Kelfem scowls. "" Valthrun the Wise Fool? Perched up in his ivory tower with his books, with no concern for others\' wellbeing? Of course he\'ll say you\'re fine -- he thinks the  kobolds  are \'part of the natural order\'. But I guess he\'ll do for now .""', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
